rideType,displayName,currency,minCostCent,maxCostCent,journeyDuration,distanceMiles,primeTimeConfirmationToken,primeTimePercentage,currentDate
lyft_line,Lyft Line,USD,1749,1749,1193,4.48,,0%,Wed Apr 20 00:09:43 EDT 2016
lyft,Lyft,USD,1300,2200,1193,4.48,,0%,Wed Apr 20 00:09:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,380,0.74,,0%,Wed Apr 20 00:09:43 EDT 2016
lyft_line,Lyft Line,USD,604,604,380,0.74,,0%,Wed Apr 20 00:09:43 EDT 2016
lyft,Lyft,USD,800,1000,380,0.74,,0%,Wed Apr 20 00:09:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,567,1.07,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_line,Lyft Line,USD,772,772,567,1.07,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft,Lyft,USD,800,1100,567,1.07,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_plus,Lyft Plus,USD,4200,5400,1679,8.57,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_line,Lyft Line,USD,3267,3267,1679,8.57,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft,Lyft,USD,2700,3900,1679,8.57,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3300,1255,4.67,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_line,Lyft Line,USD,1818,1818,1255,4.67,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft,Lyft,USD,1400,2300,1255,4.67,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2400,971,2.53,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_line,Lyft Line,USD,1270,1270,971,2.53,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft,Lyft,USD,900,1700,971,2.53,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,1036,2.94,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_line,Lyft Line,USD,1381,1381,1036,2.94,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft,Lyft,USD,1000,1800,1036,2.94,,0%,Wed Apr 20 00:09:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,306,0.43,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_line,Lyft Line,USD,600,600,306,0.43,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft,Lyft,USD,800,800,306,0.43,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,500,1.36,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_line,Lyft Line,USD,788,788,500,1.36,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft,Lyft,USD,800,1100,500,1.36,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,515,1.4,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_line,Lyft Line,USD,801,801,515,1.4,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft,Lyft,USD,800,1200,515,1.4,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1100,3.64,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_line,Lyft Line,USD,1549,1549,1100,3.64,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft,Lyft,USD,1100,2000,1100,3.64,,0%,Wed Apr 20 00:09:45 EDT 2016
lyft_plus,Lyft Plus,USD,4500,5900,1779,10.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,3377,3377,1779,10.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,2800,4000,1779,10.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,772,1.97,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,1053,1053,772,1.97,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,800,1500,772,1.97,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,447,0.72,,25%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,801,801,447,0.72,,25%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,800,1200,447,0.72,,25%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2600,1007,3.14,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,1400,1400,1007,3.14,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,1000,1800,1007,3.14,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,523,1.21,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,772,772,523,1.21,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,800,1100,523,1.21,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1500,2400,912,2.72,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,1269,1269,912,2.72,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,900,1700,912,2.72,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,256,0.38,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,600,600,256,0.38,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,800,800,256,0.38,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1900,2900,1206,3.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,1568,1568,1206,3.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,1200,2000,1206,3.43,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,385,0.89,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_line,Lyft Line,USD,640,640,385,0.89,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft,Lyft,USD,800,1000,385,0.89,,0%,Wed Apr 20 00:14:04 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1231,5.09,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,1894,1894,1231,5.09,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,1400,2400,1231,5.09,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,635,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,883,883,635,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,800,1300,635,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,3500,4700,1453,7.38,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,2751,2751,1453,7.38,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,2300,3300,1453,7.38,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,538,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,827,827,538,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,800,1200,538,1.46,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,3800,5000,1680,7.89,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,2943,2943,1680,7.89,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,2400,3500,1680,7.89,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,766,1.61,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,988,988,766,1.61,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,800,1400,766,1.61,,0%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,774,2.07,,50%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,1608,1608,774,2.07,,50%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,1200,2100,774,2.07,,50%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,345,0.67,,25%,Wed Apr 20 00:14:05 EDT 2016
lyft_line,Lyft Line,USD,779,779,345,0.67,,25%,Wed Apr 20 00:14:05 EDT 2016
lyft,Lyft,USD,800,1100,345,0.67,,25%,Wed Apr 20 00:14:05 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,199,0.13,,25%,Wed Apr 20 00:14:06 EDT 2016
lyft,Lyft,USD,800,800,199,0.13,,25%,Wed Apr 20 00:14:06 EDT 2016
lyft_plus,Lyft Plus,USD,7000,8300,1797,10.95,,50%,Wed Apr 20 00:14:06 EDT 2016
lyft_line,Lyft Line,USD,4888,4888,1797,10.95,,50%,Wed Apr 20 00:14:06 EDT 2016
lyft,Lyft,USD,4300,5500,1797,10.95,,50%,Wed Apr 20 00:14:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,611,1.51,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft_line,Lyft Line,USD,877,877,611,1.51,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft,Lyft,USD,800,1300,611,1.51,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,738,2.07,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft_line,Lyft Line,USD,1052,1052,738,2.07,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft,Lyft,USD,800,1500,738,2.07,,0%,Wed Apr 20 00:14:06 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,360,0.69,,25%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,730,730,360,0.69,,25%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,800,1100,360,0.69,,25%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3300,803,2.79,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,1829,1829,803,2.79,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,1400,2300,803,2.79,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,448,1.07,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,705,705,448,1.07,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,800,1100,448,1.07,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,654,2.37,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,1056,1056,654,2.37,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,800,1500,654,2.37,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,526,1.45,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,821,821,526,1.45,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,800,1200,526,1.45,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,4400,5800,1766,9.81,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,3398,3398,1766,9.81,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,2800,4000,1766,9.81,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,583,1.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,825,825,583,1.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,800,1200,583,1.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3300,829,2.19,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,1867,1867,829,2.19,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,1400,2400,829,2.19,,50%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2700,1003,3.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_line,Lyft Line,USD,1428,1428,1003,3.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft,Lyft,USD,1000,1900,1003,3.31,,0%,Wed Apr 20 00:14:29 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,865,1.98,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,1111,1111,865,1.98,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,800,1500,865,1.98,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2400,930,2.49,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,1238,1238,930,2.49,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,800,1700,930,2.49,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,602,1.48,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,871,871,602,1.48,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,800,1300,602,1.48,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1099,5.03,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,1924,1924,1099,5.03,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,1500,2400,1099,5.03,,0%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,794,1.56,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,1489,1489,794,1.56,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,1100,1900,794,1.56,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,3700,4800,1310,4.68,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft_line,Lyft Line,USD,2778,2778,1310,4.68,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft,Lyft,USD,2300,3300,1310,4.68,,50%,Wed Apr 20 00:14:30 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3100,1105,4.27,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_line,Lyft Line,USD,1660,1660,1105,4.27,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft,Lyft,USD,1300,2100,1105,4.27,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,686,1.49,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_line,Lyft Line,USD,917,917,686,1.49,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft,Lyft,USD,800,1300,686,1.49,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3400,1312,4.78,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_line,Lyft Line,USD,1874,1874,1312,4.78,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft,Lyft,USD,1400,2400,1312,4.78,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_plus,Lyft Plus,USD,3800,5000,1570,7.51,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_line,Lyft Line,USD,2972,2972,1570,7.51,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft,Lyft,USD,2500,3500,1570,7.51,,0%,Wed Apr 20 00:17:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,280,0.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,600,600,280,0.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,800,800,280,0.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3100,1092,4.32,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,1661,1661,1092,4.32,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,1300,2100,1092,4.32,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,3900,5000,1678,8.19,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,2927,2927,1678,8.19,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,2400,3500,1678,8.19,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,504,1.39,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,793,793,504,1.39,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,800,1100,504,1.39,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,824,2.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,1155,1155,824,2.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,800,1600,824,2.37,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,5000,6400,1917,11.25,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_line,Lyft Line,USD,3783,3783,1917,11.25,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft,Lyft,USD,3200,4400,1917,11.25,,0%,Wed Apr 20 00:19:13 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3700,1332,4.72,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,2063,2063,1332,4.72,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,1600,2600,1332,4.72,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,544,1.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,832,832,544,1.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,800,1200,544,1.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3300,1312,4.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,1821,1821,1312,4.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,1400,2300,1312,4.48,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,472,1.16,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,739,739,472,1.16,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,800,1100,472,1.16,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,2000,3000,1165,3.86,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,1621,1621,1165,3.86,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,1200,2100,1165,3.86,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,125,0.0,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,800,800,125,0.0,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,326,0.62,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,600,600,326,0.62,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,800,900,326,0.62,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3800,1430,5.74,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_line,Lyft Line,USD,2112,2112,1430,5.74,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft,Lyft,USD,1700,2600,1430,5.74,,0%,Wed Apr 20 00:19:14 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3700,1174,5.13,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,2090,2090,1174,5.13,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,1600,2600,1174,5.13,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2600,935,3.27,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,1382,1382,935,3.27,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,1000,1800,935,3.27,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2700,1025,3.25,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,1430,1430,1025,3.25,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,1000,1900,1025,3.25,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,445,1.07,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,702,702,445,1.07,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,800,1100,445,1.07,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,908,2.36,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,1203,1203,908,2.36,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,800,1700,908,2.36,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,3300,4400,1264,5.53,,25%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,2487,2487,1264,5.53,,25%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,2000,3000,1264,5.53,,25%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,1113,3.88,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_line,Lyft Line,USD,1595,1595,1113,3.88,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft,Lyft,USD,1200,2000,1113,3.88,,0%,Wed Apr 20 00:19:15 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,820,2.11,,0%,Wed Apr 20 00:19:16 EDT 2016
lyft_line,Lyft Line,USD,1109,1109,820,2.11,,0%,Wed Apr 20 00:19:16 EDT 2016
lyft,Lyft,USD,800,1500,820,2.11,,0%,Wed Apr 20 00:19:16 EDT 2016
lyft_plus,Lyft Plus,USD,2300,3400,1218,4.77,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,1856,1856,1218,4.77,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft,Lyft,USD,1400,2400,1218,4.77,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,447,1.25,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,735,735,447,1.25,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft,Lyft,USD,800,1100,447,1.25,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,852,2.21,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,1143,1143,852,2.21,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft,Lyft,USD,800,1500,852,2.21,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_plus,Lyft Plus,USD,5400,6800,2009,13.08,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,3949,3949,2009,13.08,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft,Lyft,USD,3400,4500,2009,13.08,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,766,2.05,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,1064,1064,766,2.05,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft,Lyft,USD,800,1500,766,2.05,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,648,1.73,,0%,Wed Apr 20 00:20:54 EDT 2016
lyft_line,Lyft Line,USD,1140,1140,648,1.73,,0%,Wed Apr 20 00:20:54 EDT 2016
