rideType,displayName,currency,minCostCent,maxCostCent,journeyDuration,distanceMiles,primeTimeConfirmationToken,primeTimePercentage,currentDate
lyft_plus,Lyft Plus,USD,1700,2600,1088,2.9,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_line,Lyft Line,USD,1408,1408,1088,2.9,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft,Lyft,USD,1000,1900,1088,2.9,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,624,1.02,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_line,Lyft Line,USD,850,850,624,1.02,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft,Lyft,USD,800,1200,624,1.02,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,130,0.01,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft,Lyft,USD,800,800,130,0.01,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,819,2.6,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_line,Lyft Line,USD,1193,1193,819,2.6,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft,Lyft,USD,800,1600,819,2.6,,0%,Wed Apr 20 10:27:48 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,986,3.02,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft_line,Lyft Line,USD,1366,1366,986,3.02,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft,Lyft,USD,1000,1800,986,3.02,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4100,1576,6.35,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft_line,Lyft Line,USD,2306,2306,1576,6.35,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft,Lyft,USD,1800,2900,1576,6.35,,0%,Wed Apr 20 10:27:49 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,595,1.87,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_line,Lyft Line,USD,932,932,595,1.87,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft,Lyft,USD,800,1300,595,1.87,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3100,1239,4.08,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_line,Lyft Line,USD,1704,1704,1239,4.08,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft,Lyft,USD,1300,2200,1239,4.08,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,1126,4.67,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_line,Lyft Line,USD,1743,1743,1126,4.67,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft,Lyft,USD,1300,2200,1126,4.67,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,659,1.59,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_line,Lyft Line,USD,921,921,659,1.59,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft,Lyft,USD,800,1300,659,1.59,,0%,Wed Apr 20 10:27:50 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,416,0.88,,0%,Wed Apr 20 10:27:51 EDT 2016
lyft_line,Lyft Line,USD,650,650,416,0.88,,0%,Wed Apr 20 10:27:51 EDT 2016
lyft,Lyft,USD,800,1000,416,0.88,,0%,Wed Apr 20 10:27:51 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,295,0.51,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft_line,Lyft Line,USD,600,600,295,0.51,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft,Lyft,USD,800,800,295,0.51,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,606,1.35,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft_line,Lyft Line,USD,847,847,606,1.35,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft,Lyft,USD,800,1200,606,1.35,,0%,Wed Apr 20 10:27:52 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,478,0.87,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_line,Lyft Line,USD,685,685,478,0.87,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft,Lyft,USD,800,1000,478,0.87,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,549,1.3,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_line,Lyft Line,USD,808,808,549,1.3,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft,Lyft,USD,800,1200,549,1.3,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,754,2.02,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_line,Lyft Line,USD,1055,1055,754,2.02,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft,Lyft,USD,800,1500,754,2.02,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3800,1429,5.73,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_line,Lyft Line,USD,2110,2110,1429,5.73,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft,Lyft,USD,1700,2600,1429,5.73,,0%,Wed Apr 20 10:27:53 EDT 2016
lyft_plus,Lyft Plus,USD,4200,5300,1748,9.78,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft_line,Lyft Line,USD,3020,3020,1748,9.78,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft,Lyft,USD,2500,3600,1748,9.78,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,603,1.33,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft_line,Lyft Line,USD,840,840,603,1.33,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft,Lyft,USD,800,1200,603,1.33,,0%,Wed Apr 20 10:27:54 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4300,1548,6.92,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft_line,Lyft Line,USD,2392,2392,1548,6.92,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft,Lyft,USD,1900,2900,1548,6.92,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1402,4.78,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft_line,Lyft Line,USD,1925,1925,1402,4.78,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft,Lyft,USD,1500,2400,1402,4.78,,0%,Wed Apr 20 10:27:55 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,173,0.09,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft,Lyft,USD,800,800,173,0.09,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,674,1.64,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_line,Lyft Line,USD,938,938,674,1.64,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft,Lyft,USD,800,1300,674,1.64,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,1137,3.1,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_line,Lyft Line,USD,1471,1471,1137,3.1,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft,Lyft,USD,1100,1900,1137,3.1,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,556,1.18,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_line,Lyft Line,USD,786,786,556,1.18,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft,Lyft,USD,800,1100,556,1.18,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3500,1370,4.95,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_line,Lyft Line,USD,1936,1936,1370,4.95,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft,Lyft,USD,1500,2400,1370,4.95,,0%,Wed Apr 20 10:29:15 EDT 2016
lyft_plus,Lyft Plus,USD,2800,4000,1518,5.92,,0%,Wed Apr 20 10:29:16 EDT 2016
lyft_line,Lyft Line,USD,2203,2203,1518,5.92,,0%,Wed Apr 20 10:29:16 EDT 2016
lyft,Lyft,USD,1700,2800,1518,5.92,,0%,Wed Apr 20 10:29:16 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,461,1.1,,0%,Wed Apr 20 10:30:09 EDT 2016
lyft_line,Lyft Line,USD,716,716,461,1.1,,0%,Wed Apr 20 10:30:09 EDT 2016
lyft,Lyft,USD,800,1100,461,1.1,,0%,Wed Apr 20 10:30:09 EDT 2016
lyft_plus,Lyft Plus,USD,2400,3500,1368,4.89,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft_line,Lyft Line,USD,1924,1924,1368,4.89,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft,Lyft,USD,1500,2400,1368,4.89,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,828,2.03,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft_line,Lyft Line,USD,1101,1101,828,2.03,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft,Lyft,USD,800,1500,828,2.03,,0%,Wed Apr 20 10:31:43 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,703,1.87,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft_line,Lyft Line,USD,995,995,703,1.87,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft,Lyft,USD,800,1400,703,1.87,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2100,761,2.21,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft_line,Lyft Line,USD,1090,1090,761,2.21,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft,Lyft,USD,800,1500,761,2.21,,0%,Wed Apr 20 10:31:44 EDT 2016
lyft_plus,Lyft Plus,USD,1400,2300,809,2.66,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_line,Lyft Line,USD,1199,1199,809,2.66,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft,Lyft,USD,800,1600,809,2.66,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_plus,Lyft Plus,USD,7400,8700,1895,19.12,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_line,Lyft Line,USD,5196,5196,1895,19.12,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft,Lyft,USD,4500,5900,1895,19.12,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,684,1.53,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_line,Lyft Line,USD,931,931,684,1.53,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft,Lyft,USD,800,1300,684,1.53,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,628,1.7,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_line,Lyft Line,USD,921,921,628,1.7,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft,Lyft,USD,800,1300,628,1.7,,0%,Wed Apr 20 10:31:45 EDT 2016
lyft_plus,Lyft Plus,USD,7400,8700,1894,19.11,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_line,Lyft Line,USD,5194,5194,1894,19.11,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft,Lyft,USD,4500,5900,1894,19.11,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,789,1.75,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_line,Lyft Line,USD,1079,1079,789,1.75,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft,Lyft,USD,800,1500,789,1.75,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,751,2.01,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_line,Lyft Line,USD,1055,1055,751,2.01,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft,Lyft,USD,800,1500,751,2.01,,0%,Wed Apr 20 10:31:46 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,534,1.08,,0%,Wed Apr 20 10:34:42 EDT 2016
lyft_line,Lyft Line,USD,763,763,534,1.08,,0%,Wed Apr 20 10:34:42 EDT 2016
lyft,Lyft,USD,800,1100,534,1.08,,0%,Wed Apr 20 10:34:42 EDT 2016
lyft_plus,Lyft Plus,USD,1600,2600,961,3.14,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft_line,Lyft Line,USD,1373,1373,961,3.14,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft,Lyft,USD,1000,1800,961,3.14,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2200,869,2.22,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft_line,Lyft Line,USD,1155,1155,869,2.22,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft,Lyft,USD,800,1600,869,2.22,,0%,Wed Apr 20 10:34:43 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4200,1673,6.39,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_line,Lyft Line,USD,2370,2370,1673,6.39,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft,Lyft,USD,1900,2900,1673,6.39,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,503,1.26,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_line,Lyft Line,USD,769,769,503,1.26,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft,Lyft,USD,800,1100,503,1.26,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,810,1.34,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_line,Lyft Line,USD,965,965,810,1.34,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft,Lyft,USD,800,1400,810,1.34,,0%,Wed Apr 20 10:34:44 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,623,2.06,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_line,Lyft Line,USD,982,982,623,2.06,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft,Lyft,USD,800,1400,623,2.06,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_plus,Lyft Plus,USD,3900,5000,1455,8.63,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_line,Lyft Line,USD,2964,2964,1455,8.63,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft,Lyft,USD,2500,3500,1455,8.63,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_plus,Lyft Plus,USD,1900,3000,1192,3.6,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_line,Lyft Line,USD,1599,1599,1192,3.6,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft,Lyft,USD,1200,2000,1192,3.6,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_plus,Lyft Plus,USD,3900,5100,1641,9.24,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_line,Lyft Line,USD,2861,2861,1641,9.24,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft,Lyft,USD,2400,3400,1641,9.24,,0%,Wed Apr 20 10:34:46 EDT 2016
lyft_plus,Lyft Plus,USD,2800,3900,1238,6.55,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_line,Lyft Line,USD,2153,2153,1238,6.55,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft,Lyft,USD,1700,2700,1238,6.55,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2700,958,3.14,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_line,Lyft Line,USD,1468,1468,958,3.14,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft,Lyft,USD,1100,1900,958,3.14,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_plus,Lyft Plus,USD,3500,4600,1423,8.36,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_line,Lyft Line,USD,2577,2577,1423,8.36,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft,Lyft,USD,2100,3100,1423,8.36,,0%,Wed Apr 20 10:34:47 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,467,1.02,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_line,Lyft Line,USD,758,758,467,1.02,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft,Lyft,USD,800,1100,467,1.02,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_plus,Lyft Plus,USD,2200,3200,1224,4.43,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_line,Lyft Line,USD,1757,1757,1224,4.43,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft,Lyft,USD,1400,2200,1224,4.43,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,171,0.1,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft,Lyft,USD,800,800,171,0.1,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,733,1.74,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_line,Lyft Line,USD,1044,1044,733,1.74,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft,Lyft,USD,800,1400,733,1.74,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,625,1.36,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_line,Lyft Line,USD,951,951,625,1.36,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft,Lyft,USD,800,1400,625,1.36,,0%,Wed Apr 20 10:34:48 EDT 2016
lyft_plus,Lyft Plus,USD,2700,3900,1450,4.94,,0%,Wed Apr 20 10:34:49 EDT 2016
lyft_line,Lyft Line,USD,2217,2217,1450,4.94,,0%,Wed Apr 20 10:34:49 EDT 2016
lyft,Lyft,USD,1700,2800,1450,4.94,,0%,Wed Apr 20 10:34:49 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,416,0.88,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft_line,Lyft Line,USD,651,651,416,0.88,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft,Lyft,USD,800,1000,416,0.88,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft_plus,Lyft Plus,USD,3100,4300,1563,6.83,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft_line,Lyft Line,USD,2395,2395,1563,6.83,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft,Lyft,USD,1900,2900,1563,6.83,,0%,Wed Apr 20 10:34:50 EDT 2016
lyft_plus,Lyft Plus,USD,3600,4800,1654,8.31,,0%,Wed Apr 20 10:36:28 EDT 2016
lyft_line,Lyft Line,USD,2702,2702,1654,8.31,,0%,Wed Apr 20 10:36:28 EDT 2016
lyft,Lyft,USD,2200,3300,1654,8.31,,0%,Wed Apr 20 10:36:28 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,587,1.02,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft_line,Lyft Line,USD,790,790,587,1.02,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft,Lyft,USD,800,1100,587,1.02,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,129,0.01,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft,Lyft,USD,800,800,129,0.01,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft_plus,Lyft Plus,USD,1300,2100,791,2.28,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft_line,Lyft Line,USD,1120,1120,791,2.28,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft,Lyft,USD,800,1500,791,2.28,,0%,Wed Apr 20 10:36:30 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1500,494,1.16,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft_line,Lyft Line,USD,751,751,494,1.16,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft,Lyft,USD,800,1100,494,1.16,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,458,0.82,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft_line,Lyft Line,USD,669,669,458,0.82,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft,Lyft,USD,800,1000,458,0.82,,0%,Wed Apr 20 10:36:31 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,347,0.82,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,600,600,347,0.82,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,800,900,347,0.82,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,431,0.97,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,676,676,431,0.97,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,800,1000,431,0.97,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,1200,2000,655,2.08,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,1005,1005,655,2.08,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,800,1400,655,2.08,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,577,1.38,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,834,834,577,1.38,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,800,1200,577,1.38,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,2800,4000,1411,6.17,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,2190,2190,1411,6.17,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,1700,2700,1411,6.17,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,3000,4100,1349,6.85,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_line,Lyft Line,USD,2263,2263,1349,6.85,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft,Lyft,USD,1800,2800,1349,6.85,,0%,Wed Apr 20 10:36:32 EDT 2016
lyft_plus,Lyft Plus,USD,2100,3100,1281,3.81,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_line,Lyft Line,USD,1703,1703,1281,3.81,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft,Lyft,USD,1300,2200,1281,3.81,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_plus,Lyft Plus,USD,3800,4900,1286,8.67,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_line,Lyft Line,USD,2893,2893,1286,8.67,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft,Lyft,USD,2400,3400,1286,8.67,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,244,0.36,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_line,Lyft Line,USD,600,600,244,0.36,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft,Lyft,USD,800,800,244,0.36,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,487,0.76,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_line,Lyft Line,USD,672,672,487,0.76,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft,Lyft,USD,800,1000,487,0.76,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_plus,Lyft Plus,USD,1700,2800,1130,3.22,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_line,Lyft Line,USD,1486,1486,1130,3.22,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft,Lyft,USD,1100,1900,1130,3.22,,0%,Wed Apr 20 10:36:33 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,372,1.17,,0%,Wed Apr 20 10:36:34 EDT 2016
lyft_line,Lyft Line,USD,682,682,372,1.17,,0%,Wed Apr 20 10:36:34 EDT 2016
lyft,Lyft,USD,800,1000,372,1.17,,0%,Wed Apr 20 10:36:34 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3500,1087,5.72,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_line,Lyft Line,USD,1908,1908,1087,5.72,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft,Lyft,USD,1500,2400,1087,5.72,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1200,138,0.02,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft,Lyft,USD,800,800,138,0.02,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,612,1.73,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_line,Lyft Line,USD,917,917,612,1.73,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft,Lyft,USD,800,1300,612,1.73,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1400,442,0.86,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_line,Lyft Line,USD,663,663,442,0.86,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft,Lyft,USD,800,1000,442,0.86,,0%,Wed Apr 20 10:36:35 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1800,600,1.51,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_line,Lyft Line,USD,920,920,600,1.51,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft,Lyft,USD,800,1300,600,1.51,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_plus,Lyft Plus,USD,2500,3500,1478,4.7,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_line,Lyft Line,USD,1954,1954,1478,4.7,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft,Lyft,USD,1500,2500,1478,4.7,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1300,405,0.74,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_line,Lyft Line,USD,625,625,405,0.74,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft,Lyft,USD,800,1000,405,0.74,,0%,Wed Apr 20 10:38:30 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1700,575,1.25,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_line,Lyft Line,USD,811,811,575,1.25,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft,Lyft,USD,800,1200,575,1.25,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,617,2.01,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_line,Lyft Line,USD,985,985,617,2.01,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft,Lyft,USD,800,1400,617,2.01,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1600,558,1.18,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_line,Lyft Line,USD,787,787,558,1.18,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft,Lyft,USD,800,1100,558,1.18,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_plus,Lyft Plus,USD,1200,1900,666,1.75,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft_line,Lyft Line,USD,952,952,666,1.75,,0%,Wed Apr 20 10:38:31 EDT 2016
lyft,Lyft,USD,800,1400,666,1.75,,0%,Wed Apr 20 10:38:31 EDT 2016
